Informacion_Taxonomica,,,,
Codigo TAXONOMICO,ID Taxonomia,ESTADO TAXONOMICO,RANGO DE TAXON,TAXON OBSERVACIONES
CS2081,T2081,Aceptado,Subespecie, Salvia erythrostoma subsp. isabelina
CS2082,T2082,Aceptado,Subespecie, Salvia gachantivana subsp. gachantivana
CS2083,T2083,Aceptado,Subespecie, Salvia melaleuca subsp. melaleuca
CS2084,T2084,Aceptado,Subespecie, Salvia melaleuca subsp. totensis
CS2085,T2085,Aceptado,Subespecie, Salvia orthostachys subsp. orthostachys
CS2086,T2086,Aceptado,Subespecie, Salvia orthostachys subsp. soatensis
CS2087,T2087,Aceptado,Subespecie, Salvia pauciserrata subsp. derasa
CS2088,T2088,Aceptado,Subespecie, Salvia pauciserrata subsp. erythrocalicina
CS2089,T2089,Aceptado,Subespecie, Salvia pauciserrata subsp. pauciserrata
CS2090,T2090,Aceptado,Subespecie, Salvia rubescens subsp. colombiana
CS2091,T2091,Aceptado,Subespecie, Salvia rubescens subsp. dolichothrix
CS2092,T2092,Aceptado,Subespecie, Salvia rufula subsp. paezorum
CS2093,T2093,Aceptado,Subespecie, Salvia sphacelioides subsp. anaglypha
CS2094,T2094,Aceptado,Subespecie, Salvia sphacelioides subsp. paxfluminensis
CS2095,T2095,Aceptado,Subespecie, Salvia sphacelioides subsp. sphacelioides
CS2096,T2096,Aceptado,Subespecie, Salvia sphacelioides subsp. trianae
CS2097,T2097,Aceptado,Variedad, Bactris gasipaes var. chichagui
CS2098,T2098,Válido,Subespecie, Pterourus cacicus cacicus | Mantiene categoría Resolución 1912 de 2017
CS2099,T2099,Válido,Subespecie, Trachemys venusta callirostris
CS2100,T2100,Válido,Subespecie, Kinosternon scorpioides albogulare
CS2101,T2101,Válido,Subespecie, Crypturellus obsoletus castaneus
CS2102,T2102,Válido,Subespecie, Molothrus aeneus armenti | Actualización nomenclatural
CS2103,T2103,Válido,Subespecie, Odocoileus virginianus tropicalis | Mantiene categoría Resolución 1912 de 2017
