id_taxonomia,estado_taxonomico,observacion_taxonomica,rango_taxonomico,codigo_clasificacion
T1195,Aceptado, Gaya mutisiana | Nuevo taxón incluido,Especie,CS1195
T1196,Aceptado, Herrania umbratica | Nuevo taxón incluido,Especie,CS1196
T1197,Aceptado, Huberodendron patinoi,Especie,CS1197
T1198,Aceptado, Matisia carderi | Nuevo taxón incluido,Especie,CS1198
T1199,Aceptado, Matisia dowdingii | Nuevo taxón incluido,Especie,CS1199
T1200,Aceptado, Matisia serpicostata | Nuevo taxón incluido,Especie,CS1200
T1201,Aceptado, Matisia sulcata | Nuevo taxón incluido,Especie,CS1201
T1202,Aceptado, Melochia colombiana | Nuevo taxón incluido,Especie,CS1202
T1203,Aceptado, Pachira mutisiana | Nuevo taxón incluido,Especie,CS1203
T1204,Aceptado, Pachira pulchra | Nuevo taxón incluido,Especie,CS1204
T1205,Sinónimo, Pachira quinata,Especie,CS1205
T1206,Aceptado, Phragmotheca lemniscata | Nuevo taxón incluido,Especie,CS1206
T1207,Aceptado, Phragmotheca mambitana | Nuevo taxón incluido,Especie,CS1207
T1208,Aceptado, Phragmotheca rubriflora | Nuevo taxón incluido,Especie,CS1208
T1209,Aceptado, Quararibea cacao | Nuevo taxón incluido,Especie,CS1209
T1210,Aceptado, Quararibea foenigraeca | Nuevo taxón incluido,Especie,CS1210
T1211,Aceptado, Quararibea rangelii | Nuevo taxón incluido,Especie,CS1211
T1212,Aceptado, Quararibea ruiziana | Nuevo taxón incluido,Especie,CS1212
T1213,Aceptado, Spirotheca mahechae | Nuevo taxón incluido,Especie,CS1213
T1214,Aceptado, Daphnopsis anomala | Nuevo taxón incluido,Especie,CS1214
T1215,Aceptado, Adelobotrys antioquiensis | Nuevo taxón incluido,Especie,CS1215
T1216,Aceptado, Allomaieta hirsuta | Nuevo taxón incluido,Especie,CS1216
T1217,Aceptado, Blakea argentea | Nuevo taxón incluido,Especie,CS1217
T1218,Aceptado, Blakea clusiifolia | Nuevo taxón incluido,Especie,CS1218
T1219,Aceptado, Blakea discolor | Nuevo taxón incluido,Especie,CS1219
T1220,Aceptado, Blakea longipes | Nuevo taxón incluido,Especie,CS1220
T1221,Aceptado, Blakea muricata | Nuevo taxón incluido,Especie,CS1221
T1222,Aceptado, Blakea schultzei | Nuevo taxón incluido,Especie,CS1222
T1223,Aceptado, Blakea squamigera | Nuevo taxón incluido,Especie,CS1223
T1224,Aceptado, Blakea superba | Nuevo taxón incluido,Especie,CS1224
T1225,Aceptado, Chalybea corymbifera | Nuevo taxón incluido,Especie,CS1225
T1226,Aceptado, Chalybea kirkbridei | Nuevo taxón incluido,Especie,CS1226
T1227,Aceptado, Chalybea macrocarpa | Nuevo taxón incluido,Especie,CS1227
T1228,Aceptado, Chalybea mutisiana | Nuevo taxón incluido,Especie,CS1228
T1229,Aceptado, Chalybea occidentalis | Nuevo taxón incluido,Especie,CS1229
T1230,Aceptado, Graffenrieda maklenkensis | Nuevo taxón incluido,Especie,CS1230
T1231,Aceptado, Henriettea maguirei | Nuevo taxón incluido,Especie,CS1231
T1232,Aceptado, Killipia pedunculata | Nuevo taxón incluido,Especie,CS1232
T1233,Aceptado, Meriania albertiae | Nuevo taxón incluido,Especie,CS1233
T1234,Aceptado, Meriania antioquiensis | Nuevo taxón incluido,Especie,CS1234
T1235,Aceptado, Meriania arizae | Nuevo taxón incluido,Especie,CS1235
T1236,Aceptado, Meriania barbosae | Nuevo taxón incluido,Especie,CS1236
T1237,Aceptado, Meriania colombiana | Nuevo taxón incluido,Especie,CS1237
T1238,Aceptado, Meriania mutabilis | Nuevo taxón incluido,Especie,CS1238
T1239,Aceptado, Meriania pallida | Nuevo taxón incluido,Especie,CS1239
T1240,Aceptado, Meriania umbellata | Nuevo taxón incluido,Especie,CS1240
T1241,Aceptado, Meriania versicolor | Nuevo taxón incluido,Especie,CS1241
T1242,Aceptado, Miconia acanthocoryne | Nuevo taxón incluido,Especie,CS1242
T1243,Aceptado, Miconia annulata | Nuevo taxón incluido,Especie,CS1243
T1244,Aceptado, Miconia antioquiensis | Nuevo taxón incluido,Especie,CS1244
T1245,Aceptado, Miconia bella | Nuevo taxón incluido,Especie,CS1245
T1246,Aceptado, Miconia blakeifolia | Nuevo taxón incluido,Especie,CS1246
T1247,Aceptado, Miconia caucana | Nuevo taxón incluido,Especie,CS1247
T1248,Aceptado, Miconia macrantha | Nuevo taxón incluido,Especie,CS1248
T1249,Aceptado, Miconia majalis | Nuevo taxón incluido,Especie,CS1249
T1250,Aceptado, Miconia miocarpa | Nuevo taxón incluido,Especie,CS1250
T1251,Aceptado, Miconia parvifolia | Nuevo taxón incluido,Especie,CS1251
T1252,Aceptado, Miconia pastoensis | Nuevo taxón incluido,Especie,CS1252
T1253,Aceptado, Miconia rava | Nuevo taxón incluido,Especie,CS1253
T1254,Aceptado, Miconia reclinata | Nuevo taxón incluido,Especie,CS1254
T1255,Aceptado, Miconia rigens | Nuevo taxón incluido,Especie,CS1255
T1256,Aceptado, Miconia setosa | Nuevo taxón incluido,Especie,CS1256
T1257,Aceptado, Miconia subsessilifolia | Nuevo taxón incluido,Especie,CS1257
T1258,Aceptado, Miconia voronovii | Nuevo taxón incluido,Especie,CS1258
T1259,Aceptado, Mouriri colombiana | Nuevo taxón incluido,Especie,CS1259
T1260,Aceptado, Tibouchina paleacea | Nuevo taxón incluido,Especie,CS1260
T1261,Aceptado, Eugenia variareolata | Nuevo taxón incluido,Especie,CS1261
T1262,Aceptado, Myrcia estoraquensis | Nuevo taxón incluido,Especie,CS1262
T1263,Aceptado, Myrcia lozanoi | Nuevo taxón incluido,Especie,CS1263
T1264,Aceptado, Myrcia pseudobrunneica | Nuevo taxón incluido,Especie,CS1264
T1265,Aceptado, Vochysia antioquiae | Nuevo taxón incluido,Especie,CS1265
T1266,Aceptado, Vochysia artantha | Nuevo taxón incluido,Especie,CS1266
T1267,Aceptado, Vochysia magna | Nuevo taxón incluido,Especie,CS1267
T1268,Aceptado, Vochysia pacifica | Nuevo taxón incluido,Especie,CS1268
T1269,Aceptado, Brunellia amayensis | Nuevo taxón incluido,Especie,CS1269
T1270,Aceptado, Brunellia boqueronensis | Nuevo taxón incluido,Especie,CS1270
T1271,Aceptado, Brunellia latifolia | Nuevo taxón incluido,Especie,CS1271
T1272,Aceptado, Brunellia macrophylla | Nuevo taxón incluido,Especie,CS1272
T1273,Aceptado, Brunellia occidentalis | Nuevo taxón incluido,Especie,CS1273
T1274,Aceptado, Brunellia pallida | Nuevo taxón incluido,Especie,CS1274
T1275,Aceptado, Brunellia racemifera | Nuevo taxón incluido,Especie,CS1275
T1276,Aceptado, Brunellia rufa | Nuevo taxón incluido,Especie,CS1276
T1277,Aceptado, Brunellia stuebelii | Nuevo taxón incluido,Especie,CS1277
T1278,Aceptado, Brunellia velutina | Nuevo taxón incluido,Especie,CS1278
T1279,Aceptado, Rourea antioquensis | Nuevo taxón incluido,Especie,CS1279
T1280,Aceptado, Weinmannia parvifoliolata | Nuevo taxón incluido,Especie,CS1280
T1281,Aceptado, Weinmannia tolimensis | Nuevo taxón incluido,Especie,CS1281
T1282,Aceptado, Sloanea esmeraldana | Nuevo taxón incluido,Especie,CS1282
T1283,Aceptado, Sloanea garcia-cossioi,Especie,CS1283
T1284,Aceptado, Sloanea helianthoides | Nuevo taxón incluido,Especie,CS1284
T1285,Aceptado, Sloanea huilaeana | Nuevo taxón incluido,Especie,CS1285
T1286,Aceptado, Sloanea loquitoi | Nuevo taxón incluido,Especie,CS1286
T1287,Aceptado, Sloanea pseudogranulosa | Nuevo taxón incluido,Especie,CS1287
T1288,Aceptado, Ficus eliadis | Nuevo taxón incluido,Especie,CS1288
T1289,Aceptado, Ficus guatiquiae | Nuevo taxón incluido,Especie,CS1289
T1290,Aceptado, Ficus tequendamae | Nuevo taxón incluido,Especie,CS1290
T1291,Aceptado, Karwinskia colombiana | Nuevo taxón incluido,Especie,CS1291
T1292,Aceptado, Ampelocera albertiae | Nuevo taxón incluido,Especie,CS1292
T1293,Aceptado, Cecropia goudotiana | Nuevo taxón incluido,Especie,CS1293
T1294,Aceptado, Cecropia multisecta | Nuevo taxón incluido,Especie,CS1294
T1295,Aceptado, Coussapoa tolimensis | Nuevo taxón incluido,Especie,CS1295
T1296,Aceptado, Mauria cuatrecasasii | Nuevo taxón incluido,Especie,CS1296
T1297,Aceptado, Mauria obtusifolia | Nuevo taxón incluido,Especie,CS1297
T1298,Aceptado, Dacryodes colombiana | Nuevo taxón incluido,Especie,CS1298
T1299,Aceptado, Dacryodes hydriflora | Nuevo taxón incluido,Especie,CS1299
T1300,Aceptado, Cedrela odorata,Especie,CS1300
T1301,Aceptado, Ruagea smithii | Nuevo taxón incluido,Especie,CS1301
T1302,Aceptado, Swietenia macrophylla,Especie,CS1302
T1303,Aceptado, Trichilia carinata | Nuevo taxón incluido,Especie,CS1303
T1304,Aceptado, Trichilia oligofoliolata | Nuevo taxón incluido,Especie,CS1304
T1305,Aceptado, Zanthoxylum gentryi | Nuevo taxón incluido,Especie,CS1305
T1306,Aceptado, Cupania semiglabra,Especie,CS1306
T1307,Aceptado, Melicoccus antioquensis,Especie,CS1307
T1308,Aceptado, Paullinia globosa,Especie,CS1308
T1309,Aceptado, Talisia stricta,Especie,CS1309
T1310,Aceptado, Bulnesia arborea,Especie,CS1310
T1311,Aceptado, Guaiacum officinale,Especie,CS1311
T1312,Aceptado, Hedyosmum steinii | Nuevo taxón incluido,Especie,CS1312
T1313,Válido, Acropora cervicornis,Especie,CS1313
T1314,Válido, Acropora palmata,Especie,CS1314
T1315,Válido, Dendrogyra cylindrus | Nuevo taxón incluido,Especie,CS1315
T1316,Válido, Mussa angulosa,Especie,CS1316
T1317,Válido, Gorgonia ventalina | Se ajustó el orden Alcyonacea a Malacalcyonacea por revisión del Invemar,Especie,CS1317
T1318,Válido, Pacifigorgia cairnsi | Nuevo taxón incluido | Se ajustó el orden Alcyonacea a Malacalcyonacea por revisión del Invemar,Especie,CS1318
T1319,Válido, Pacifigorgia irene | Nuevo taxón incluido | Se ajustó el orden Alcyonacea a Malacalcyonacea por revisión del Invemar,Especie,CS1319
T1320,Válido, Muricea austera | Nuevo taxón incluido | Se ajustó el orden Alcyonacea a Malacalcyonacea por revisión del Invemar,Especie,CS1320
T1321,Válido, Muricea crassa | Nuevo taxón incluido | Se ajustó el orden Alcyonacea a Malacalcyonacea por revisión del Invemar,Especie,CS1321
T1322,Válido, Megaphobema robustum,Especie,CS1322
T1323,Válido, Pamphobeteus ferox,Especie,CS1323
T1324,Válido, Pamphobeteus fortis,Especie,CS1324
T1325,Válido, Xenesthis immanis,Especie,CS1325
T1326,Válido, Surazomus sturmi,Especie,CS1326
T1327,Válido, Chactas oxfordi,Especie,CS1327
T1328,Válido, Tytius columbianus,Especie,CS1328
T1329,Válido, Tytius engelkey,Especie,CS1329
T1330,Válido, Carpilius corallinus,Especie,CS1330
T1331,Válido, Cardisoma guanhumi,Especie,CS1331
T1332,Válido, Gecarcinus lateralis | Nuevo taxón incluido,Especie,CS1332
T1333,Válido, Gecarcinus ruricola | Nuevo taxón incluido,Especie,CS1333
T1334,Válido, Emerita portoricensis | Nuevo taxón incluido,Especie,CS1334
T1335,Válido, Hippa testudinaria | Nuevo taxón incluido,Especie,CS1335
T1336,Válido, Maguimithrax spinosissimus | Actualización nomenclatural,Especie,CS1336
T1337,Válido, Panulirus argus,Especie,CS1337
T1338,Válido, Penaeus occidentalis | Pasa de VU a CR,Especie,CS1338
T1339,Válido, Penaeus schmitti,Especie,CS1339
T1340,Válido, Callinectes sapidus | Nuevo taxón incluido,Especie,CS1340
T1341,Válido, Callinectes bocourti | Nuevo taxón incluido,Especie,CS1341
T1342,Válido, Chaceus curumanensis,Especie,CS1342
T1343,Válido, Chaceus ibiricensis,Especie,CS1343
T1344,Válido, Hypolobocera andagoensis,Especie,CS1344
T1345,Válido, Hypolobocera buenaventurensis,Especie,CS1345
T1346,Válido, Hypolobocera cajambrensis,Especie,CS1346
T1347,Válido, Hypolobocera emberarum,Especie,CS1347
T1348,Válido, Hypolobocera rotundilobata,Especie,CS1348
T1349,Válido, Lindacatalina sinuensis,Especie,CS1349
T1350,Válido, Lindacatalina sumacensis,Especie,CS1350
T1351,Válido, Neostrengeria alexae,Especie,CS1351
T1352,Válido, Neostrengeria lemaitrei,Especie,CS1352
T1353,Válido, Neostrengeria libradensis,Especie,CS1353
T1354,Válido, Neostrengeria macarenae,Especie,CS1354
T1355,Válido, Neostrengeria macropa,Especie,CS1355
T1356,Válido, Neostrengeria natashae,Especie,CS1356
T1357,Válido, Neostrengeria sketi,Especie,CS1357
T1358,Válido, Phallangothelphusa juansei,Especie,CS1358
T1359,Válido, Strengeriana antioquensis,Especie,CS1359
T1360,Válido, Strengeriana casallasi,Especie,CS1360
T1361,Válido, Strengeriana flagellata,Especie,CS1361
T1362,Válido, Strengeriana foresti,Especie,CS1362
T1363,Válido, Strengeriana huilensis,Especie,CS1363
T1364,Válido, Strengeriana villaensis,Especie,CS1364
T1365,Válido, Bottiella cucutensis,Especie,CS1365
T1366,Válido, Bottiella medemi,Especie,CS1366
T1367,Válido, Bottiella niceforei,Especie,CS1367
T1368,Válido, Macrodontia cervicornis,Especie,CS1368
T1369,Válido, Titanus giganteus,Especie,CS1369
T1370,Válido, Proculus opacus,Especie,CS1370
T1371,Válido, Dynastes neptunus,Especie,CS1371
T1372,Válido, Megasoma mars,Especie,CS1372
T1373,Válido, Aglae caerulea,Especie,CS1373
T1374,Válido, Eufriesea auripes,Especie,CS1374
T1375,Válido, Eufriesea chrysopyga,Especie,CS1375
T1376,Válido, Eufriesea dressleri,Especie,CS1376
T1377,Válido, Eufriesea lucida,Especie,CS1377
T1378,Válido, Eufriesea lucifera,Especie,CS1378
T1379,Válido, Exaerete dentata,Especie,CS1379
T1380,Válido, Exaerete frontalis,Especie,CS1380
T1381,Válido, Exaerete smaragdina,Especie,CS1381
T1382,Válido, Melipona eburnea,Especie,CS1382
T1383,Válido, Melipona favosa,Especie,CS1383
T1384,Válido, Cephalotes palta,Especie,CS1384
T1385,Válido, Cephalotes patei,Especie,CS1385
T1386,Válido, Editha magnifica,Especie,CS1386
T1387,Válido, Charterginus zavattarii,Especie,CS1387
T1388,Válido, Montezumia colombiana,Especie,CS1388
T1389,Válido, Zethus neotomitus,Especie,CS1389
T1390,Válido, Zethus restrepoicus,Especie,CS1390
T1391,Válido, Zethus satanicus,Especie,CS1391
T1392,Válido, Arhuaco ica | Mantiene categoría Resolución 1912 de 2017,Especie,CS1392
T1393,Válido, Lymanopoda caeruleata | Actualización nomenclatural,Especie,CS1393
T1394,Válido, Lymanopoda paramera | Mantiene categoría Resolución 1912 de 2017,Especie,CS1394
T1395,Válido, Morpho rhodopteron | Mantiene categoría Resolución 1912 de 2017,Especie,CS1395
T1396,Válido, Prepona praeneste | Mantiene categoría Resolución 1912 de 2017,Especie,CS1396
T1397,Válido, Prepona werneri | Mantiene categoría Resolución 1912 de 2017,Especie,CS1397
T1398,Válido, Pterourus euterpinus,Especie,CS1398
T1399,Válido, Copaxa apollinairei | Mantiene categoría Resolución 1912 de 2017,Especie,CS1399
T1400,Válido, Syssphinx chocoensis | Mantiene categoría Resolución 1912 de 2017,Especie,CS1400
T1401,Válido, Anadara tuberculosa,Especie,CS1401
T1402,Válido, Larkinia grandis,Especie,CS1402
T1403,Válido, Anomalocardia flexuosa,Especie,CS1403
T1404,Válido, Polymesoda arctata | Pasa de VU a EN,Especie,CS1404
T1405,Válido, Cittarium pica | Pasa de VU a EN,Especie,CS1405
T1406,Válido, Muracypraea mus,Especie,CS1406
T1407,Válido, Aliger gigas | Actualización nomenclatural,Especie,CS1407
T1408,Válido, Anachis coseli,Especie,CS1408
T1409,Dudoso, Acostaea rivolii,Especie,CS1409
T1410,Válido, Diplodontites olssoni,Especie,CS1410
T1411,Válido, Holothuria mexicana,Especie,CS1411
T1412,Válido, Isostichopus badionotus,Especie,CS1412
T1413,Válido, Ophiothrix synoecina,Especie,CS1413
T1414,Válido, Ginglymostoma cirratum,Especie,CS1414
T1415,Válido, Alopias pelagicus,Especie,CS1415
T1416,Válido, Carcharhinus falciformis,Especie,CS1416
T1417,Válido, Carcharhinus limbatus |,Especie,CS1417
T1418,Válido, Carcharhinus longimanus,Especie,CS1418
T1419,Válido, Sphyrna lewini,Especie,CS1419
T1420,Válido, Sphyrna mokarran,Especie,CS1420
T1421,Válido, Mustelus henlei,Especie,CS1421
T1422,Válido, Mustelus lunulatus,Especie,CS1422
T1423,Válido, Mustelus minicanis,Especie,CS1423
T1424,Válido, Diplobatis colombiensis,Especie,CS1424
T1425,Válido, Diplobatis guamachensis,Especie,CS1425
T1426,Válido, Pristis pectinata,Especie,CS1426
T1427,Válido, Pristis pristis,Especie,CS1427
T1428,Válido, Pseudobatos leucorhynchus,Especie,CS1428
T1429,Válido, Hypanus longus,Especie,CS1429
T1430,Válido, Paratrygon aiereba,Especie,CS1430
T1431,Válido, Potamotrygon motoro,Especie,CS1431
T1432,Válido, Potamotrygon schroederi,Especie,CS1432
T1433,Válido, Potamotrygon yepezi,Especie,CS1433
T1434,Válido, Megalops atlanticus,Especie,CS1434
T1435,Válido, Arapaima gigas,Especie,CS1435
T1436,Válido, Osteoglossum bicirrhosum,Especie,CS1436
T1437,Válido, Osteoglossum ferreirai,Especie,CS1437
T1438,Válido, Abramites eques,Especie,CS1438
T1439,Válido, Leporinus muyscorum,Especie,CS1439
T1440,Válido, Brycon labiatus,Especie,CS1440
T1441,Válido, Brycon moorei,Especie,CS1441
T1442,Válido, Cynopotamus atratoensis,Especie,CS1442
T1443,Válido, Genycharax tarpon,Especie,CS1443
T1444,Válido, Salminus affinis,Especie,CS1444
T1445,Válido, Characidium phoxocephalum,Especie,CS1445
T1446,Válido, Curimata mivartii,Especie,CS1446
T1447,Válido, Pseudocurimata patiae,Especie,CS1447
T1448,Válido, Parodon caliensis,Especie,CS1448
T1449,Válido, Ichthyoelephas longirostris,Especie,CS1449
T1450,Válido, Prochilodus magdalenae,Especie,CS1450
T1451,Válido, Prochilodus reticulatus,Especie,CS1451
T1452,Válido, Mylossoma acanthogaster,Especie,CS1452
T1453,Válido, Ariopsis canteri | Actualización nomenclatural,Especie,CS1453
T1454,Válido, Cathorops mapale,Especie,CS1454
T1455,Válido, Sciades proops,Especie,CS1455
T1456,Válido, Ageneiosus pardalis,Especie,CS1456
T1457,Válido, Callichthys fabricioi,Especie,CS1457
T1458,Válido, Doraops zuloagai,Especie,CS1458
T1459,Válido, Rhinodoras thomersoni,Especie,CS1459
T1460,Válido, Pimelodella macrocephala,Especie,CS1460
T1461,Válido, Panaque cochliodon,Especie,CS1461
T1462,Válido, Brachyplatystoma filamentosum,Especie,CS1462
T1463,Válido, Brachyplatystoma juruense,Especie,CS1463
T1464,Válido, Brachyplatystoma platynemum,Especie,CS1464
T1465,Válido, Brachyplatystoma rousseauxii,Especie,CS1465
T1466,Válido, Brachyplatystoma vaillantii,Especie,CS1466
T1467,Válido, Pimelodus coprophagus,Especie,CS1467
T1468,Válido, Pimelodus grosskopfii,Especie,CS1468
T1469,Válido, Platysilurus malarmo,Especie,CS1469
T1470,Válido, Pseudoplatystoma magdaleniatum,Especie,CS1470
T1471,Válido, Pseudoplatystoma metaense,Especie,CS1471
T1472,Válido, Pseudoplatystoma orinocoense,Especie,CS1472
T1473,Válido, Pseudoplatystoma punctifer,Especie,CS1473
T1474,Válido, Pseudoplatystoma tigrinum,Especie,CS1474
T1475,Válido, Sorubim cuspicaudus,Especie,CS1475
T1476,Válido, Zungaro zungaro,Especie,CS1476
T1477,Válido, Cruciglanis pacifici,Especie,CS1477
T1478,Válido, Eremophilus mutisii,Especie,CS1478
T1479,Válido, Trichomycterus cachiraensis,Especie,CS1479
T1480,Válido, Trichomycterus donascimientoi | Nuevo taxón incluido,Especie,CS1480
T1481,Válido, Trichomycterus gorgona,Especie,CS1481
T1482,Válido, Trichomycterus rosablanca | Nuevo taxón incluido,Especie,CS1482
T1483,Válido, Trichomycterus sandovali |,Especie,CS1483
T1484,Válido, Trichomycterus santanderensis | Nuevo taxón incluido,Especie,CS1484
T1485,Válido, Trichomycterus sketi | Nuevo taxón incluido,Especie,CS1485
T1486,Válido, Trichomycterus uisae | Nuevo taxón incluido,Especie,CS1486
T1487,Válido, Apteronotus magdalenensis,Especie,CS1487
T1488,Válido, Gymnotus henni,Especie,CS1488
T1489,Válido, Batrachoides manglae,Especie,CS1489
T1490,Válido, Gambusia nicaraguensis,Especie,CS1490
T1491,Válido, Gambusia lemaitrei,Especie,CS1491
T1492,Válido, Austrofundulus guajira,Especie,CS1492
T1493,Válido, Hippocampus erectus,Especie,CS1493
T1494,Válido, Hippocampus ingens,Especie,CS1494
T1495,Válido, Hippocampus reidi,Especie,CS1495
T1496,Válido, Joturus pichardi,Especie,CS1496
T1497,Válido, Mugil incilis,Especie,CS1497
T1498,Válido, Mugil liza,Especie,CS1498
T1499,Válido, Caranx hippos,Especie,CS1499
T1500,Válido, Centropomus undecimalis,Especie,CS1500
T1501,Válido, Acanthemblemaria stephensi,Especie,CS1501
T1502,Válido, Pterophyllum altum,Especie,CS1502
T1503,Válido, Eugerres plumieri,Especie,CS1503
T1504,Válido, Tigrigobius nesiotes,Especie,CS1504
T1505,Válido, Anisotremus moricandi,Especie,CS1505
T1506,Válido, Makaira nigricans,Especie,CS1506
T1507,Válido, Halichoeres malpelo,Especie,CS1507
T1508,Válido, Lachnolaimus maximus,Especie,CS1508
T1509,Válido, Lutjanus analis,Especie,CS1509
T1510,Válido, Lutjanus cyanopterus,Especie,CS1510
T1511,Válido, Stegastes beebei,Especie,CS1511
T1512,Válido, Scarus coelestinus,Especie,CS1512
T1513,Válido, Scarus coeruleus,Especie,CS1513
T1514,Válido, Scarus guacamaia,Especie,CS1514
T1515,Válido, Cynoscion phoxocephalus,Especie,CS1515
T1516,Válido, Thunnus obesus,Especie,CS1516
T1517,Válido, Epinephelus cifuentesi |,Especie,CS1517
T1518,Válido, Epinephelus itajara,Especie,CS1518
T1519,Válido, Epinephelus striatus,Especie,CS1519
T1520,Válido, Mycteroperca bonaci,Especie,CS1520
T1521,Válido, Mycteroperca cidi,Especie,CS1521
T1522,Válido, Mycteroperca olfax,Especie,CS1522
T1523,Válido, Mycteroperca venenosa,Especie,CS1523
T1524,Válido, Axoclinus rubinoffi,Especie,CS1524
T1525,Válido, Lepidonectes bimaculatus,Especie,CS1525
T1526,Válido, Balistes vetula,Especie,CS1526
T1527,Válido, Bolitoglossa capitana | Mantiene categoría Resolución 1912 de 2017,Especie,CS1527
T1528,Válido, Bolitoglossa guaneae | Nuevo taxón incluido,Especie,CS1528
T1529,Válido, Bolitoglossa hiemalis | Nuevo taxón incluido,Especie,CS1529
T1530,Válido, Bolitoglossa hypacra | Nuevo taxón incluido,Especie,CS1530
T1531,Válido, Bolitoglossa leandrae,Especie,CS1531
T1532,Válido, Bolitoglossa pandi | Mantiene categoría Resolución 1912 de 2017,Especie,CS1532
T1533,Válido, Bolitoglossa tamaense,Especie,CS1533
T1534,Válido, Bolitoglossa tatamae | Nuevo taxón incluido,Especie,CS1534
T1535,Válido, Bolitoglossa yariguiensis | Nuevo taxón incluido,Especie,CS1535
T1536,Válido, Hyloxalus cepedai | Nuevo taxón incluido,Especie,CS1536
T1537,Válido, Allobates ignotus | Nuevo taxón incluido,Especie,CS1537
T1538,Válido, Allobates juanii | Nuevo taxón incluido,Especie,CS1538
T1539,Válido, Hyloxalus picachos | Nuevo taxón incluido,Especie,CS1539
T1540,Válido, Allobates ranoides | Mantiene categoría Resolución 1912 de 2017,Especie,CS1540
T1541,Válido, Atelopus angelito,Especie,CS1541
T1542,Válido, Atelopus ardila,Especie,CS1542
T1543,Válido, Atelopus arsyecue,Especie,CS1543
T1544,Válido, Atelopus carrikeri,Especie,CS1544
T1545,Válido, Atelopus chocoensis,Especie,CS1545
T1546,Válido, Atelopus ebenoides |,Especie,CS1546
T1547,Válido, Atelopus elegans,Especie,CS1547
T1548,Válido, Atelopus eusebianus | Pasa de EN a CR,Especie,CS1548
T1549,Válido, Atelopus famelicus,Especie,CS1549
T1550,Válido, Atelopus farci | Mantiene categoría Resolución 1912 de 2017,Especie,CS1550
T1551,Válido, Atelopus gigas,Especie,CS1551
T1552,Válido, Atelopus glyphus,Especie,CS1552
T1553,Válido, Atelopus laetissimus,Especie,CS1553
T1554,Válido, Atelopus longibrachius,Especie,CS1554
T1555,Válido, Atelopus lozanoi | Pasa de CR a EN,Especie,CS1555
T1556,Válido, Atelopus marinkellei,Especie,CS1556
T1557,Válido, Atelopus minutulus | Pasa de EN a CR,Especie,CS1557
T1558,Válido, Atelopus mittermeieri,Especie,CS1558
T1559,Válido, Atelopus monohernandezii,Especie,CS1559
T1560,Válido, Atelopus muisca | Mantiene categoría Resolución 1912 de 2017,Especie,CS1560
T1561,Válido, Atelopus nahumae,Especie,CS1561
T1562,Válido, Atelopus nicefori,Especie,CS1562
T1563,Válido, Atelopus nocturnus,Especie,CS1563
T1564,Válido, Atelopus pastuso,Especie,CS1564
T1565,Válido, Atelopus pedimarmoratus | Pasa de EN a CR,Especie,CS1565
T1566,Válido, Atelopus petriruizi,Especie,CS1566
T1567,Válido, Atelopus pictiventris,Especie,CS1567
T1568,Válido, Atelopus quimbaya,Especie,CS1568
T1569,Válido, Atelopus sanjosei,Especie,CS1569
T1570,Válido, Atelopus sernai | Pasa de EN a CR,Especie,CS1570
T1571,Válido, Atelopus simulatus,Especie,CS1571
T1572,Válido, Atelopus sonsonensis,Especie,CS1572
T1573,Válido, Atelopus subornatus | Pasa de EN a CR,Especie,CS1573
T1574,Válido, Osornophryne percrassa,Especie,CS1574
T1575,Válido, Osornophryne talipes,Especie,CS1575
T1576,Válido, Rhaebo andinophrynoides,Especie,CS1576
T1577,Válido, Rhaebo atelopoides,Especie,CS1577
T1578,Válido, Rhaebo blombergi,Especie,CS1578
T1579,Válido, Rhaebo colomai,Especie,CS1579
T1580,Válido, Rhinella acrolopha,Especie,CS1580
T1581,Válido, Rhinella cristinae,Especie,CS1581
T1582,Válido, Rhinella lindae,Especie,CS1582
T1583,Válido, Rhinella macrorhina,Especie,CS1583
T1584,Válido, Rhinella nicefori,Especie,CS1584
T1585,Válido, Rhinella rostrata,Especie,CS1585
T1586,Válido, Rhinella ruizi,Especie,CS1586
T1587,Válido, Rhinella tenrec,Especie,CS1587
T1588,Válido, Centrolene sanchezi,Especie,CS1588
T1589,Válido, Centrolene ballux,Especie,CS1589
T1590,Válido, Centrolene geckoidea,Especie,CS1590
T1591,Válido, Centrolene heloderma,Especie,CS1591
T1592,Válido, Centrolene huilense,Especie,CS1592
T1593,Válido, Centrolene medemi,Especie,CS1593
T1594,Válido, Centrolene petrophilum,Especie,CS1594
T1595,Válido, Centrolene quindianum,Especie,CS1595
T1596,Válido, Centrolene lynchi,Especie,CS1596
T1597,Válido, Centrolene solitaria,Especie,CS1597
T1598,Válido, Nymphargus balionotus,Especie,CS1598
T1599,Válido, Cochranella litoralis,Especie,CS1599
T1600,Válido, Nymphargus megistus,Especie,CS1600
T1601,Válido, Cochranella xanthocheridia,Especie,CS1601
T1602,Válido, Hyalinobatrachium esmeralda,Especie,CS1602
T1603,Válido, Ikakogi tayrona,Especie,CS1603
T1604,Válido, Nymphargus armatus,Especie,CS1604
T1605,Válido, Nymphargus caucanus,Especie,CS1605
T1606,Válido, Nymphargus cristinae,Especie,CS1606
T1607,Válido, Nymphargus garciae,Especie,CS1607
T1608,Válido, Nymphargus luminosus,Especie,CS1608
T1609,Válido, Nymphargus luteopunctatus,Especie,CS1609
T1610,Válido, Nymphargus megacheirus,Especie,CS1610
