codigo_int,genero,epiteto_especifico,epiteto_intraespecifico,nombre_vernaculo,codigo_clasificacion
698,Lycaste,schilleriana,NA,NA,CS698
699,Lycaste,xytriophora,NA,NA,CS699
700,Lycomormium,schmidtii,NA,NA,CS700
701,Masdevallia,alismifolia,NA,NA,CS701
702,Masdevallia,angulifera,NA,NA,CS702
703,Masdevallia,anisomorpha,NA,NA,CS703
704,Masdevallia,apparitio,NA,NA,CS704
705,Masdevallia,arangoi,NA,NA,CS705
706,Masdevallia,buccinator,NA,NA,CS706
707,Masdevallia,cacodes,NA,NA,CS707
708,Masdevallia,caesia,NA,NA,CS708
709,Masdevallia,caudata,NA,Colibrí,CS709
710,Masdevallia,cerastes,NA,NA,CS710
711,Masdevallia,clandestina,NA,NA,CS711
712,Masdevallia,coccinea,NA,Banderita | San Juanito,CS712
713,Masdevallia,crescenticola,NA,NA,CS713
714,Masdevallia,discolor,NA,NA,CS714
715,Masdevallia,dryada,NA,NA,CS715
716,Masdevallia,elephanticeps,NA,NA,CS716
717,Masdevallia,encephala,NA,NA,CS717
718,Masdevallia,falcago,NA,NA,CS718
719,Masdevallia,fasciata,NA,NA,CS719
720,Masdevallia,foetens,NA,NA,CS720
721,Masdevallia,gilbertoi,NA,NA,CS721
722,Masdevallia,heteroptera,NA,NA,CS722
723,Masdevallia,hians,NA,NA,CS723
724,Masdevallia,hieroglyphica,NA,NA,CS724
725,Masdevallia,hortensis,NA,NA,CS725
726,Masdevallia,hylodes,NA,NA,CS726
727,Masdevallia,ignea,NA,NA,CS727
728,Masdevallia,indecora,NA,NA,CS728
729,Masdevallia,leontoglossa,NA,NA,CS729
730,Masdevallia,ludibunda,NA,NA,CS730
731,Masdevallia,macrura,NA,NA,CS731
732,Masdevallia,mandarina,NA,NA,CS732
733,Masdevallia,marthae,NA,NA,CS733
734,Masdevallia,mastodon,NA,NA,CS734
735,Masdevallia,medusa,NA,NA,CS735
736,Masdevallia,mejiana,NA,NA,CS736
737,Masdevallia,melanoxantha,NA,NA,CS737
738,Masdevallia,meleagris,NA,NA,CS738
739,Masdevallia,misasii,NA,NA,CS739
740,Masdevallia,mooreana,NA,NA,CS740
741,Masdevallia,mutica,NA,NA,CS741
742,Masdevallia,navicularis,NA,NA,CS742
743,Masdevallia,niesseniae,NA,NA,CS743
744,Masdevallia,nivea,NA,NA,CS744
745,Masdevallia,odontocera,NA,NA,CS745
746,Masdevallia,os-draconis,NA,NA,CS746
747,Masdevallia,oscarii,NA,NA,CS747
