CLASIFICACION SUPEROR ,,,,,
,,,,,
Codigo TAXONOMICO,REINO,FILIO,CLASE ,ORDEN,FAMILIA 
CS1783,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1784,Animalia,Chordata,Amphibia,Anura,Eleutherodactylidae
CS1785,Animalia,Chordata,Amphibia,Anura,Hemiphractidae
CS1786,Animalia,Chordata,Amphibia,Anura,Hemiphractidae
CS1787,Animalia,Chordata,Amphibia,Anura,Hemiphractidae
CS1788,Animalia,Chordata,Amphibia,Anura,Hemiphractidae
CS1789,Animalia,Chordata,Amphibia,Anura,Hemiphractidae
CS1790,Animalia,Chordata,Amphibia,Anura,Hemiphractidae
CS1791,Animalia,Chordata,Amphibia,Anura,Hemiphractidae
CS1792,Animalia,Chordata,Amphibia,Anura,Hemiphractidae
CS1793,Animalia,Chordata,Amphibia,Anura,Hemiphractidae
CS1794,Animalia,Chordata,Amphibia,Anura,Hemiphractidae
CS1795,Animalia,Chordata,Amphibia,Anura,Hemiphractidae
CS1796,Animalia,Chordata,Amphibia,Anura,Hemiphractidae
CS1797,Animalia,Chordata,Amphibia,Anura,Hemiphractidae
CS1798,Animalia,Chordata,Amphibia,Anura,Hemiphractidae
CS1799,Animalia,Chordata,Amphibia,Anura,Hylidae
CS1800,Animalia,Chordata,Amphibia,Anura,Hylidae
CS1801,Animalia,Chordata,Amphibia,Anura,Hylidae
CS1802,Animalia,Chordata,Amphibia,Anura,Hylidae
CS1803,Animalia,Chordata,Amphibia,Anura,Hylidae
CS1804,Animalia,Chordata,Amphibia,Anura,Hylidae
CS1805,Animalia,Chordata,Amphibia,Anura,Hylidae
CS1806,Animalia,Chordata,Amphibia,Anura,Hylidae
CS1807,Animalia,Chordata,Amphibia,Anura,Hylidae
CS1808,Animalia,Chordata,Amphibia,Anura,Hylidae
CS1809,Animalia,Chordata,Amphibia,Anura,Hylidae
CS1810,Animalia,Chordata,Amphibia,Anura,Hylidae
CS1811,Animalia,Chordata,Amphibia,Anura,Hylidae
CS1812,Animalia,Chordata,Amphibia,Anura,Hylidae
CS1813,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae
CS1814,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae
CS1815,Animalia,Chordata,Amphibia,Gymnophiona,Rhinatrematidae
CS1816,Animalia,Chordata,Amphibia,Gymnophiona,Rhinatrematidae
CS1817,Animalia,Chordata,Reptilia,Squamata,Dactyloidae
CS1818,Animalia,Chordata,Reptilia,Squamata,Dactyloidae
CS1819,Animalia,Chordata,Reptilia,Squamata,Dactyloidae
CS1820,Animalia,Chordata,Reptilia,Squamata,Colubridae
CS1821,Animalia,Chordata,Reptilia,Squamata,Colubridae
CS1822,Animalia,Chordata,Reptilia,Squamata,Colubridae
CS1823,Animalia,Chordata,Reptilia,Squamata,Colubridae
CS1824,Animalia,Chordata,Reptilia,Squamata,Colubridae
CS1825,Animalia,Chordata,Reptilia,Squamata,Colubridae
CS1826,Animalia,Chordata,Reptilia,Squamata,Colubridae
CS1827,Animalia,Chordata,Reptilia,Squamata,Elapidae
CS1828,Animalia,Chordata,Reptilia,Squamata,Elapidae
CS1829,Animalia,Chordata,Reptilia,Squamata,Alopoglossidae
CS1830,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae
CS1831,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae
CS1832,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae
CS1833,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae
CS1834,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae
CS1835,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae
CS1836,Animalia,Chordata,Reptilia,Squamata,Hoplocercidae
CS1837,Animalia,Chordata,Reptilia,Squamata,Hoplocercidae
CS1838,Animalia,Chordata,Reptilia,Squamata,Hoplocercidae
CS1839,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae
CS1840,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae
CS1841,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae
CS1842,Animalia,Chordata,Reptilia,Squamata,Viperidae
CS1843,Animalia,Chordata,Reptilia,Testudines,Chelidae
CS1844,Animalia,Chordata,Reptilia,Testudines,Cheloniidae
CS1845,Animalia,Chordata,Reptilia,Testudines,Cheloniidae
CS1846,Animalia,Chordata,Reptilia,Testudines,Cheloniidae
CS1847,Animalia,Chordata,Reptilia,Testudines,Cheloniidae
CS1848,Animalia,Chordata,Reptilia,Testudines,Dermochelyidae
CS1849,Animalia,Chordata,Reptilia,Testudines,Geoemydidae
CS1850,Animalia,Chordata,Reptilia,Testudines,Kinosternidae
CS1851,Animalia,Chordata,Reptilia,Testudines,Podocnemididae
CS1852,Animalia,Chordata,Reptilia,Testudines,Podocnemididae
CS1853,Animalia,Chordata,Reptilia,Testudines,Podocnemididae
CS1854,Animalia,Chordata,Reptilia,Testudines,Podocnemididae
CS1855,Animalia,Chordata,Reptilia,Testudines,Testudinidae
CS1856,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae
CS1857,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae
CS1858,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae
CS1859,Animalia,Chordata,Aves,Tinamiformes,Tinamidae
CS1860,Animalia,Chordata,Aves,Tinamiformes,Tinamidae
CS1861,Animalia,Chordata,Aves,Anseriformes,Anatidae
CS1862,Animalia,Chordata,Aves,Anseriformes,Anatidae
CS1863,Animalia,Chordata,Aves,Anseriformes,Anatidae
CS1864,Animalia,Chordata,Aves,Anseriformes,Anatidae
CS1865,Animalia,Chordata,Aves,Anseriformes,Anatidae
CS1866,Animalia,Chordata,Aves,Anseriformes,Anatidae
CS1867,Animalia,Chordata,Aves,Anseriformes,Anhimidae
CS1868,Animalia,Chordata,Aves,Galliformes,Cracidae
CS1869,Animalia,Chordata,Aves,Galliformes,Cracidae
CS1870,Animalia,Chordata,Aves,Galliformes,Cracidae
CS1871,Animalia,Chordata,Aves,Galliformes,Cracidae
CS1872,Animalia,Chordata,Aves,Galliformes,Cracidae
CS1873,Animalia,Chordata,Aves,Galliformes,Cracidae
CS1874,Animalia,Chordata,Aves,Galliformes,Cracidae
CS1875,Animalia,Chordata,Aves,Galliformes,Odontophoridae
CS1876,Animalia,Chordata,Aves,Galliformes,Odontophoridae
CS1877,Animalia,Chordata,Aves,Galliformes,Odontophoridae
CS1878,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae
CS1879,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae
CS1880,Animalia,Chordata,Aves,Suliformes,Sulidae
CS1881,Animalia,Chordata,Aves,Suliformes,Sulidae
CS1882,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae
CS1883,Animalia,Chordata,Aves,Cathartiformes,Cathartidae
CS1884,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
CS1885,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
CS1886,Animalia,Chordata,Aves,Accipitriformes,Accipitridae
CS1887,Animalia,Chordata,Aves,Gruiformes,Rallidae
CS1888,Animalia,Chordata,Aves,Gruiformes,Rallidae
CS1889,Animalia,Chordata,Aves,Charadriiformes,Laridae
CS1890,Animalia,Chordata,Aves,Columbiformes,Columbidae
CS1891,Animalia,Chordata,Aves,Columbiformes,Columbidae
CS1892,Animalia,Chordata,Aves,Columbiformes,Columbidae
CS1893,Animalia,Chordata,Aves,Cuculiformes,Cuculidae
CS1894,Animalia,Chordata,Aves,Strigiformes,Strigidae
CS1895,Animalia,Chordata,Aves,Apodiformes,Trochilidae
CS1896,Animalia,Chordata,Aves,Apodiformes,Trochilidae
CS1897,Animalia,Chordata,Aves,Apodiformes,Trochilidae
CS1898,Animalia,Chordata,Aves,Apodiformes,Trochilidae
CS1899,Animalia,Chordata,Aves,Apodiformes,Trochilidae
CS1900,Animalia,Chordata,Aves,Apodiformes,Trochilidae
CS1901,Animalia,Chordata,Aves,Apodiformes,Trochilidae
CS1902,Animalia,Chordata,Aves,Apodiformes,Trochilidae
CS1903,Animalia,Chordata,Aves,Apodiformes,Trochilidae
CS1904,Animalia,Chordata,Aves,Apodiformes,Trochilidae
CS1905,Animalia,Chordata,Aves,Apodiformes,Trochilidae
CS1906,Animalia,Chordata,Aves,Apodiformes,Trochilidae
CS1907,Animalia,Chordata,Aves,Galbuliformes,Galbulidae
CS1908,Animalia,Chordata,Aves,Piciformes,Capitonidae
CS1909,Animalia,Chordata,Aves,Piciformes,Capitonidae
CS1910,Animalia,Chordata,Aves,Piciformes,Picidae
CS1911,Animalia,Chordata,Aves,Piciformes,Picidae
CS1912,Animalia,Chordata,Aves,Piciformes,Ramphastidae
CS1913,Animalia,Chordata,Aves,Piciformes,Ramphastidae
CS1914,Animalia,Chordata,Aves,Falconiformes,Falconidae
CS1915,Animalia,Chordata,Aves,Psittaciformes,Psittacidae
CS1916,Animalia,Chordata,Aves,Psittaciformes,Psittacidae
CS1917,Animalia,Chordata,Aves,Psittaciformes,Psittacidae
CS1918,Animalia,Chordata,Aves,Psittaciformes,Psittacidae
CS1919,Animalia,Chordata,Aves,Psittaciformes,Psittacidae
CS1920,Animalia,Chordata,Aves,Psittaciformes,Psittacidae
CS1921,Animalia,Chordata,Aves,Psittaciformes,Psittacidae
CS1922,Animalia,Chordata,Aves,Psittaciformes,Psittacidae
CS1923,Animalia,Chordata,Aves,Psittaciformes,Psittacidae
CS1924,Animalia,Chordata,Aves,Psittaciformes,Psittacidae
CS1925,Animalia,Chordata,Aves,Psittaciformes,Psittacidae
CS1926,Animalia,Chordata,Aves,Passeriformes,Alaudidae
CS1927,Animalia,Chordata,Aves,Passeriformes,Cardinalidae
CS1928,Animalia,Chordata,Aves,Passeriformes,Corvidae
CS1929,Animalia,Chordata,Aves,Passeriformes,Cotingidae
CS1930,Animalia,Chordata,Aves,Passeriformes,Cotingidae
CS1931,Animalia,Chordata,Aves,Passeriformes,Cotingidae
CS1932,Animalia,Chordata,Aves,Passeriformes,Cotingidae
CS1933,Animalia,Chordata,Aves,Passeriformes,Cotingidae
CS1934,Animalia,Chordata,Aves,Passeriformes,Passerellidae
CS1935,Animalia,Chordata,Aves,Passeriformes,Passerellidae
CS1936,Animalia,Chordata,Aves,Passeriformes,Passerellidae
CS1937,Animalia,Chordata,Aves,Passeriformes,Passerellidae
CS1938,Animalia,Chordata,Aves,Passeriformes,Passerellidae
CS1939,Animalia,Chordata,Aves,Passeriformes,Thraupidae
CS1940,Animalia,Chordata,Aves,Passeriformes,Passerellidae
CS1941,Animalia,Chordata,Aves,Passeriformes,Fringillidae
CS1942,Animalia,Chordata,Aves,Passeriformes,Furnariidae
CS1943,Animalia,Chordata,Aves,Passeriformes,Furnariidae
CS1944,Animalia,Chordata,Aves,Passeriformes,Furnariidae
CS1945,Animalia,Chordata,Aves,Passeriformes,Grallariidae
CS1946,Animalia,Chordata,Aves,Passeriformes,Grallariidae
CS1947,Animalia,Chordata,Aves,Passeriformes,Grallariidae
CS1948,Animalia,Chordata,Aves,Passeriformes,Grallariidae
CS1949,Animalia,Chordata,Aves,Passeriformes,Grallariidae
CS1950,Animalia,Chordata,Aves,Passeriformes,Grallariidae
CS1951,Animalia,Chordata,Aves,Passeriformes,Grallariidae
CS1952,Animalia,Chordata,Aves,Passeriformes,Icteridae
CS1953,Animalia,Chordata,Aves,Passeriformes,Icteridae
CS1954,Animalia,Chordata,Aves,Passeriformes,Icteridae
CS1955,Animalia,Chordata,Aves,Passeriformes,Icteridae
CS1956,Animalia,Chordata,Aves,Passeriformes,Icteridae
CS1957,Animalia,Chordata,Aves,Passeriformes,Parulidae
CS1958,Animalia,Chordata,Aves,Passeriformes,Parulidae
CS1959,Animalia,Chordata,Aves,Passeriformes,Parulidae
CS1960,Animalia,Chordata,Aves,Passeriformes,Parulidae
CS1961,Animalia,Chordata,Aves,Passeriformes,Pipridae
CS1962,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae
CS1963,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae
CS1964,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae
CS1965,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae
CS1966,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae
CS1967,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae
CS1968,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae
CS1969,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae
CS1970,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae
CS1971,Animalia,Chordata,Aves,Passeriformes,Thraupidae
CS1972,Animalia,Chordata,Aves,Passeriformes,Thraupidae
CS1973,Animalia,Chordata,Aves,Passeriformes,Thraupidae
CS1974,Animalia,Chordata,Aves,Passeriformes,Thraupidae
CS1975,Animalia,Chordata,Aves,Passeriformes,Thraupidae
CS1976,Animalia,Chordata,Aves,Passeriformes,Thraupidae
CS1977,Animalia,Chordata,Aves,Passeriformes,Thraupidae
CS1978,Animalia,Chordata,Aves,Passeriformes,Thraupidae
CS1979,Animalia,Chordata,Aves,Passeriformes,Thraupidae
CS1980,Animalia,Chordata,Aves,Passeriformes,Thraupidae
CS1981,Animalia,Chordata,Aves,Passeriformes,Troglodytidae
CS1982,Animalia,Chordata,Aves,Passeriformes,Troglodytidae
CS1983,Animalia,Chordata,Aves,Passeriformes,Troglodytidae
CS1984,Animalia,Chordata,Aves,Passeriformes,Troglodytidae
CS1985,Animalia,Chordata,Aves,Passeriformes,Troglodytidae
CS1986,Animalia,Chordata,Aves,Passeriformes,Turdidae
CS1987,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
CS1988,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
CS1989,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
CS1990,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
CS1991,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
CS1992,Animalia,Chordata,Aves,Passeriformes,Tyrannidae
CS1993,Animalia,Chordata,Aves,Passeriformes,Vireonidae
CS1994,Animalia,Chordata,Aves,Passeriformes,Vireonidae
CS1995,Animalia,Chordata,Aves,Passeriformes,Vireonidae
CS1996,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae
CS1997,Animalia,Chordata,Mammalia,Paucituberculata,Caenolestidae
CS1998,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae
CS1999,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae
CS2000,Animalia,Chordata,Mammalia,Sirenia,Trichechidae
CS2001,Animalia,Chordata,Mammalia,Sirenia,Trichechidae
CS2002,Animalia,Chordata,Mammalia,Carnivora,Canidae
CS2003,Animalia,Chordata,Mammalia,Carnivora,Felidae
CS2004,Animalia,Chordata,Mammalia,Carnivora,Felidae
CS2005,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
CS2006,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
CS2007,Animalia,Chordata,Mammalia,Carnivora,Ursidae
CS2008,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae
CS2009,Animalia,Chordata,Mammalia,Artiodactyla,Balaenopteridae
CS2010,Animalia,Chordata,Mammalia,Artiodactyla,Balaenopteridae
CS2011,Animalia,Chordata,Mammalia,Artiodactyla,Balaenopteridae
CS2012,Animalia,Chordata,Mammalia,Artiodactyla,Balaenopteridae
CS2013,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae
CS2014,Animalia,Chordata,Mammalia,Artiodactyla,Iniidae
CS2015,Animalia,Chordata,Mammalia,Artiodactyla,Physeteridae
CS2016,Animalia,Chordata,Mammalia,Primates,Aotidae
CS2017,Animalia,Chordata,Mammalia,Primates,Aotidae
CS2018,Animalia,Chordata,Mammalia,Primates,Aotidae
CS2019,Animalia,Chordata,Mammalia,Primates,Aotidae
CS2020,Animalia,Chordata,Mammalia,Primates,Atelidae
CS2021,Animalia,Chordata,Mammalia,Primates,Callitrichidae
CS2022,Animalia,Chordata,Mammalia,Primates,Callitrichidae
CS2023,Animalia,Chordata,Mammalia,Primates,Callitrichidae
CS2024,Animalia,Chordata,Mammalia,Primates,Cebidae
CS2025,Animalia,Chordata,Mammalia,Primates,Cebidae
CS2026,Animalia,Chordata,Mammalia,Primates,Pitheciidae
CS2027,Animalia,Chordata,Mammalia,Primates,Pitheciidae
CS2028,Animalia,Chordata,Mammalia,Primates,Pitheciidae
CS2029,Animalia,Chordata,Mammalia,Primates,Pitheciidae
CS2030,Animalia,Chordata,Mammalia,Primates,Pitheciidae
CS2031,Animalia,Chordata,Mammalia,Rodentia,Cricetidae
CS2032,Animalia,Chordata,Mammalia,Rodentia,Cricetidae
CS2033,Animalia,Chordata,Mammalia,Rodentia,Echimyidae
CS2034,Animalia,Chordata,Mammalia,Rodentia,Dinomyidae
CS2035,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae
CS2036,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae
CS2037,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae
CS2038,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae
CS2039,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2040,Animalia,Chordata,Mammalia,Primates,Atelidae
CS2041,Animalia,Chordata,Mammalia,Rodentia,Cricetidae
CS2042,Animalia,Chordata,Mammalia,Primates,Aotidae
CS2043,Animalia,Chordata,Mammalia,Primates,Atelidae
CS2044,Animalia,Chordata,Mammalia,Primates,Atelidae
CS2045,Animalia,Chordata,Mammalia,Carnivora,Procyonidae
CS2046,Animalia,Chordata,Mammalia,Cingulata,Chlamyphoridae
CS2047,Animalia,Chordata,Mammalia,Primates,Callitrichidae
CS2048,Animalia,Chordata,Mammalia,Primates,Cebidae
CS2049,Animalia,Chordata,Mammalia,Chiroptera,Natalidae
CS2050,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae
CS2051,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae
CS2052,Animalia,Chordata,Mammalia,Rodentia,Caviidae
CS2053,Animalia,Chordata,Mammalia,Primates,Atelidae
CS2054,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae
CS2055,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae
CS2056,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae
CS2057,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae
CS2058,Animalia,Chordata,Mammalia,Carnivora,Mustelidae
CS2059,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae
CS2060,Animalia,Chordata,Mammalia,Cingulata,Chlamyphoridae
CS2061,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae
CS2062,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae
CS2063,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae
CS2064,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae
CS2065,Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae
CS2066,Animalia,Chordata,Mammalia,Rodentia,Cricetidae
CS2067,Animalia,Chordata,Mammalia,Chiroptera,Molossidae
CS2068,Animalia,Chordata,Mammalia,Chiroptera,Natalidae
CS2069,Animalia,Chordata,Mammalia,Primates,Pitheciidae
CS2070,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae
CS2071,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae
CS2072,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2073,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2074,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2075,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2076,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2077,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2078,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2079,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2080,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2081,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2082,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2083,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2084,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2085,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2086,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2087,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2088,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2089,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2090,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2091,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2092,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2093,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2094,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2095,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2096,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae
CS2097,Plantae,Tracheophyta,Magnoliopsida,Arecales,Arecaceae
CS2098,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae
CS2099,Animalia,Chordata,Reptilia,Testudines,Emydidae
CS2100,Animalia,Chordata,Reptilia,Testudines,Kinosternidae
CS2101,Animalia,Chordata,Aves,Tinamiformes,Tinamidae
CS2102,Animalia,Chordata,Aves,Passeriformes,Icteridae
CS2103,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae
